id,Response
406,Y
407,N
408,N
409,N
410,Y
411,Y
412,Y
413,Y
414,N
415,N
416,Y
417,Y
418,Y
419,N
420,N
421,N
422,N
423,Y
424,Y
425,Y
426,Y
427,N
428,N
429,Y
430,Y
431,Y
432,Y
433,Y
434,N
435,N
436,Y
437,Y
438,N
439,N
440,Y
441,Y
442,Y
443,Y
444,N
445,N
446,Y
447,Y
448,Y
449,N
450,N
451,Y
452,Y
453,N
454,Y
455,Y
456,Y
457,Y
458,Y
459,N
460,N
461,Y
462,Y
463,N
464,Y
465,Y
466,Y
467,Y
468,Y
469,N
470,N
471,Y
472,Y
473,Y
474,Y
475,Y
476,N
477,Y
478,Y
479,N
480,Y
481,Y
482,N
483,N
484,Y
485,Y
486,N
487,Y
488,N
489,N
490,Y
491,Y
492,Y
493,Y
494,Y
495,N
496,Y
497,Y
498,Y
499,N
500,N
501,Y
502,N
503,N
504,Y
505,N
506,Y
507,Y
508,N
509,N
510,N
511,N
512,N
513,Y
514,N
515,Y
516,Y
517,Y
518,Y
519,Y
520,N
521,N
522,Y
523,Y
524,N
525,N
526,Y
527,N
528,N
529,Y
530,Y
531,N
532,N
533,N
534,Y
535,N
536,N
537,N
538,N
539,Y
540,Y
541,Y
542,Y
543,Y
544,Y
545,N
546,N
547,Y
548,Y
549,N
550,N
551,N
552,N
553,N
554,N
555,Y
556,N
557,N
558,Y
559,N
560,Y
561,N
562,N
563,Y
564,Y
565,N
566,Y
567,N
568,Y
569,Y
570,Y
571,N
572,Y
573,Y
574,Y
575,Y
576,Y
577,Y
578,N
579,Y
580,N
581,Y
582,N
583,Y
584,Y
585,N
586,N
587,Y
588,Y
589,Y
590,N
591,Y
592,N
593,N
594,N
595,Y
596,Y
597,N
598,Y
599,Y
600,N
601,N
602,N
603,Y
604,Y
605,Y
606,Y
607,N
608,N
609,N
610,Y
611,N
612,N
613,Y
614,Y
615,N
616,N
617,Y
618,N
619,Y
620,Y
621,Y
622,Y
623,Y
624,Y
625,Y
626,N
627,Y
628,Y
629,N
630,N
631,N
632,N
633,N
634,Y
635,Y
636,Y
637,N
638,Y
639,N
640,N
641,N
642,N
643,N
644,N
645,N
646,N
647,Y
648,N
649,N
650,Y
651,Y
652,Y
653,Y
654,N
655,N
656,Y
657,Y
658,Y
659,N
660,Y
661,Y
662,Y
663,N
664,N
665,N
666,N
667,N
668,N
669,Y
670,N
671,N
672,Y
673,Y
674,N
675,Y
676,N
677,Y
678,N
679,Y
680,Y
681,N
682,Y
683,N
684,Y
685,Y
686,Y
687,N
688,N
689,Y
690,N
691,N
692,Y
693,N
694,Y
695,Y
696,Y
697,N
698,N
699,N
700,Y
701,N
702,N
703,Y
704,N
705,Y
706,Y
707,N
708,N
709,N
710,N
711,Y
712,Y
713,N
714,Y
715,Y
716,N
717,Y
718,Y
719,Y
720,Y
721,N
722,Y
723,N
724,N
725,N
726,Y
727,N
728,N
729,N
730,Y
731,Y
732,Y
733,Y
734,Y
735,Y
736,Y
737,Y
738,N
739,Y
740,N
741,Y
742,N
743,N
744,N
745,N
746,N
747,Y
748,Y
749,Y
750,Y
751,Y
752,N
753,N
754,Y
755,Y
756,Y
757,Y
758,N
759,Y
760,N
761,N
762,Y
763,Y
764,Y
765,Y
766,N
767,Y
768,N
769,Y
770,N
771,N
772,N
773,N
774,N
775,Y
776,N
777,N
778,Y
779,Y
780,Y
781,N
782,N
783,N
784,N
785,N
786,Y
787,Y
788,N
789,Y
790,Y
791,N
792,Y
793,N
794,Y
795,Y
796,Y
797,N
798,N
799,N
800,N
801,N
802,N
803,N
804,N
805,Y
806,Y
807,Y
808,N
809,Y
810,N
811,N
812,Y
813,N
814,Y
815,N
816,N
817,N
818,Y
819,N
820,Y
821,Y
822,N
823,Y
824,Y
825,N
826,N
827,N
828,N
829,N
830,N
831,N
832,Y
833,N
834,Y
835,Y
836,N
837,N
838,N
839,Y
840,Y
841,Y
842,N
843,N
844,N
845,Y
846,Y
847,Y
848,N
849,N
850,N
851,Y
852,Y
853,Y
854,Y
855,N
856,Y
857,Y
858,Y
859,Y
860,Y
861,Y
862,Y
863,Y
864,Y
865,Y
866,N
867,N
868,N
869,Y
870,N
871,N
872,Y
873,Y
874,Y
875,Y
876,N
877,N
878,Y
879,Y
880,Y
881,N
882,Y
883,Y
884,N
885,N
886,Y
887,Y
888,Y
889,N
890,N
891,Y
892,N
893,Y
894,N
895,Y
896,Y
897,N
898,Y
899,Y
900,Y
901,N
902,N
903,Y
904,Y
905,N
906,Y
907,Y
908,Y
909,N
910,Y
911,Y
912,Y
913,N
914,N
915,N
916,N
917,Y
918,Y
919,Y
920,N
921,N
922,N
923,N
924,N
925,Y
926,N
927,N
928,N
929,Y
930,Y
931,Y
932,Y
933,N
934,N
935,Y
936,N
937,Y
938,Y
939,N
940,N
941,Y
942,N
943,Y
944,Y
945,Y
946,N
947,N
948,Y
949,Y
950,Y
951,N
952,N
953,Y
954,Y
955,Y
956,N
957,Y
958,Y
959,Y
960,Y
961,N
962,N
963,N
964,N
965,Y
966,N
967,N
968,Y
969,N
970,Y
971,Y
972,Y
973,N
974,N
975,Y
976,Y
977,N
978,Y
979,Y
980,Y
981,Y
982,Y
983,N
984,N
985,Y
986,N
987,N
988,N
989,Y
990,N
991,Y
992,N
993,N
994,N
995,Y
996,N
997,N
998,Y
999,Y
1000,N
1001,Y
1002,N
1003,N
1004,N
1005,Y
1006,Y
1007,Y
1008,Y
1009,Y
1010,N
1011,Y
1012,N
1013,Y
1014,Y
1015,N
1016,Y
1017,N
1018,N
1019,Y
1020,Y
1021,N
1022,Y
1023,Y
1024,N
1025,Y
1026,N
1027,Y
1028,Y
1029,N
1030,Y
1031,Y
1032,Y
1033,Y
1034,N
1035,Y
1036,Y
1037,Y
1038,N
1039,Y
1040,Y
1041,Y
1042,Y
1043,N
1044,Y
1045,N
1046,N
1047,Y
1048,Y
1049,N
1050,Y
1051,N
1052,Y
1053,N
1054,Y
1055,N
1056,N
1057,Y
1058,Y
1059,N
1060,Y
1061,N
1062,N
1063,N
1064,N
1065,N
1066,Y
1067,N
1068,N
1069,Y
1070,N
1071,Y
1072,N
1073,Y
1074,N
1075,N
1076,Y
1077,Y
1078,Y
1079,N
1080,Y
1081,N
1082,Y
1083,Y
1084,N
1085,Y
1086,N
1087,N
1088,N
1089,N
1090,N
1091,Y
1092,N
1093,N
1094,Y
1095,N
1096,Y
1097,N
1098,Y
1099,Y
1100,N
1101,N
1102,Y
1103,N
1104,N
1105,Y
1106,N
1107,Y
1108,N
1109,N
1110,N
1111,N
1112,N
1113,Y
1114,Y
1115,Y
1116,N
1117,N
1118,Y
1119,Y
1120,N
1121,N
1122,N
1123,Y
1124,Y
1125,N
1126,Y
1127,Y
1128,N
1129,N
1130,Y
1131,Y
1132,N
1133,N
1134,Y
1135,Y
1136,N
1137,Y
1138,N
1139,N
1140,N
1141,N
1142,Y
1143,N
1144,Y
1145,Y
1146,Y
1147,N
1148,N
1149,Y
1150,N
1151,N
1152,N
1153,Y
1154,Y
1155,Y
1156,Y
1157,N
1158,Y
1159,Y
1160,N
1161,N
1162,Y
1163,Y
1164,N
1165,N
1166,N
1167,N
1168,Y
1169,Y
1170,N
1171,Y
1172,Y
1173,N
1174,N
1175,N
1176,Y
1177,Y
1178,N
1179,N
1180,N
1181,Y
1182,N
1183,Y
1184,Y
1185,Y
1186,Y
1187,N
1188,N
1189,Y
1190,Y
1191,N
1192,Y
1193,N
1194,Y
1195,Y
1196,N
1197,Y
1198,Y
1199,Y
1200,Y
1201,N
1202,Y
1203,N
1204,N
1205,N
1206,N
1207,N
1208,N
1209,N
1210,N
1211,N
1212,Y
1213,Y
1214,Y
1215,N
1216,Y
1217,Y
1218,N
1219,N
1220,Y
1221,Y
1222,N
1223,N
1224,Y
1225,Y
1226,Y
1227,N
1228,N
1229,N
1230,Y
1231,N
1232,N
1233,Y
1234,Y
1235,Y
1236,Y
1237,Y
1238,Y
1239,Y
1240,N
1241,Y
1242,N
1243,N
1244,Y
1245,N
1246,Y
1247,Y
1248,N
1249,Y
1250,N
1251,N
1252,Y
1253,Y
1254,Y
1255,N
1256,N
1257,Y
1258,Y
1259,N
1260,Y
1261,N
1262,Y
1263,Y
1264,Y
1265,Y
1266,N
1267,Y
1268,N
1269,Y
1270,Y
1271,N
1272,Y
1273,N
1274,N
1275,N
1276,Y
1277,Y
1278,Y
1279,Y
1280,N
1281,Y
1282,N
1283,N
1284,N
1285,N
1286,N
1287,Y
1288,Y
1289,Y
1290,Y
1291,N
1292,Y
1293,Y
1294,N
1295,N
1296,N
1297,N
1298,N
1299,Y
1300,Y
1301,Y
1302,Y
1303,N
1304,N
1305,N
1306,N
1307,Y
1308,Y
1309,Y
1310,N
1311,N
1312,Y
1313,Y
1314,Y
1315,N
1316,N
1317,Y
1318,Y
1319,N
1320,N
1321,Y
1322,Y
1323,Y
1324,Y
1325,Y
1326,N
1327,Y
1328,Y
1329,Y
1330,Y
1331,N
1332,N
1333,N
1334,Y
1335,Y
1336,N
1337,N
1338,N
1339,N
1340,N
1341,Y
1342,N
1343,Y
1344,N
1345,Y
1346,N
1347,Y
1348,N
1349,N
1350,Y
1351,Y
1352,N
1353,N
1354,N
1355,N
1356,N
1357,Y
1358,Y
1359,N
1360,N
1361,Y
1362,N
1363,Y
1364,N
1365,N
1366,Y
1367,Y
1368,Y
1369,Y
1370,N
1371,Y
1372,Y
1373,Y
1374,Y
1375,N
1376,Y
1377,N
1378,Y
1379,N
1380,N
1381,N
1382,Y
1383,Y
1384,N
1385,N
1386,N
1387,Y
1388,Y
1389,N
1390,N
1391,Y
1392,Y
1393,N
1394,Y
1395,N
1396,Y
1397,Y
1398,N
1399,N
1400,N
1401,Y
1402,N
1403,Y
1404,Y
1405,Y
1406,N
1407,N
1408,N
1409,Y
1410,N
1411,N
1412,N
1413,Y
1414,Y
1415,Y
1416,N
1417,N
1418,Y
1419,Y
1420,Y
1421,N
1422,N
1423,Y
1424,N
1425,Y
1426,N
1427,N
1428,N
1429,Y
1430,N
1431,N
1432,Y
1433,Y
1434,Y
1435,N
1436,Y
1437,Y
1438,Y
1439,N
1440,Y
1441,Y
1442,Y
1443,Y
1444,Y
1445,Y
1446,Y
1447,Y
1448,N
1449,N
1450,Y
1451,N
1452,Y
1453,Y
1454,N
1455,Y
1456,N
1457,Y
1458,Y
1459,Y
1460,N
1461,N
1462,Y
1463,Y
1464,Y
1465,N
1466,N
1467,N
1468,Y
1469,N
1470,N
1471,Y
1472,N
1473,N
1474,Y
1475,Y
1476,N
1477,Y
1478,N
1479,N
1480,N
1481,Y
1482,Y
1483,N
1484,N
1485,Y
1486,N
1487,N
1488,N
1489,Y
1490,Y
1491,Y
1492,Y
1493,N
1494,Y
1495,Y
1496,Y
1497,Y
1498,Y
1499,N
1500,N
1501,N
1502,Y
1503,Y
1504,Y
1505,N
1506,N
1507,N
1508,N
1509,N
1510,Y
1511,N
1512,Y
1513,Y
1514,Y
1515,Y
1516,Y
1517,Y
1518,Y
1519,Y
1520,N
1521,N
1522,N
1523,N
1524,N
1525,Y
1526,N
1527,Y
1528,Y
1529,Y
1530,N
1531,Y
1532,Y
1533,Y
1534,Y
1535,Y
1536,N
1537,Y
1538,Y
1539,N
1540,Y
1541,N
1542,N
1543,Y
1544,Y
1545,N
1546,N
1547,N
1548,N
1549,N
1550,Y
1551,N
1552,N
1553,N
1554,Y
1555,N
1556,N
1557,N
1558,N
1559,Y
1560,N
1561,N
1562,Y
1563,Y
1564,N
1565,N
1566,Y
1567,Y
1568,N
1569,Y
1570,Y
1571,N
1572,N
1573,Y
1574,N
1575,N
1576,Y
1577,Y
1578,N
1579,Y
1580,N
1581,Y
1582,Y
1583,N
1584,Y
1585,N
1586,N
1587,Y
1588,Y
1589,Y
1590,N
1591,Y
1592,N
1593,N
1594,Y
1595,Y
1596,N
1597,Y
1598,Y
1599,N
1600,Y
1601,N
1602,Y
1603,Y
1604,Y
1605,Y
1606,Y
1607,N
1608,N
1609,Y
1610,Y
1611,Y
1612,N
1613,Y
1614,N
1615,Y
1616,N
1617,Y
1618,N
1619,N
1620,N
1621,Y
1622,Y
1623,Y
1624,N
1625,Y
1626,Y
1627,N
1628,Y
1629,Y
1630,N
1631,Y
1632,N
1633,N
1634,Y
1635,Y
1636,N
1637,Y
1638,Y
1639,Y
1640,Y
1641,Y
1642,Y
1643,N
1644,Y
1645,Y
1646,N
1647,Y
1648,N
1649,Y
1650,N
1651,N
1652,N
1653,Y
1654,N
1655,Y
1656,Y
1657,N
1658,Y
1659,Y
1660,Y
1661,N
1662,Y
1663,Y
1664,Y
1665,N
1666,Y
1667,N
1668,Y
1669,Y
1670,Y
1671,Y
1672,Y
1673,Y
1674,Y
1675,N
1676,Y
1677,N
1678,N
1679,Y
1680,N
1681,N
1682,Y
1683,N
1684,N
1685,N
1686,N
1687,Y
1688,N
1689,Y
1690,N
1691,Y
1692,Y
1693,Y
1694,N
1695,Y
1696,N
1697,Y
1698,Y
1699,N
1700,N
1701,N
1702,Y
1703,Y
1704,N
1705,N
1706,Y
1707,Y
1708,N
1709,N
1710,Y
1711,N
1712,Y
1713,Y
1714,N
1715,N
1716,Y
1717,N
1718,Y
1719,Y
1720,N
1721,N
1722,Y
1723,Y
1724,Y
1725,Y
1726,Y
1727,N
1728,Y
1729,Y
1730,N
1731,Y
1732,N
1733,Y
1734,Y
1735,N
1736,Y
1737,N
1738,N
1739,Y
1740,N
1741,N
1742,Y
1743,Y
1744,Y
1745,N
1746,N
1747,N
1748,N
1749,Y
1750,N
1751,N
1752,N
1753,Y
1754,N
1755,Y
1756,N
1757,N
1758,N
1759,Y
1760,N
1761,Y
1762,Y
1763,Y
1764,N
1765,N
1766,N
1767,Y
1768,Y
1769,Y
1770,Y
1771,N
1772,N
1773,Y
1774,Y
1775,Y
1776,Y
1777,N
1778,Y
1779,N
1780,Y
1781,Y
1782,Y
1783,N
1784,Y
1785,Y
1786,N
1787,Y
1788,Y
1789,N
1790,N
1791,N
1792,Y
1793,Y
1794,Y
1795,N
1796,N
1797,Y
1798,Y
1799,Y
1800,Y
1801,N
1802,N
1803,Y
1804,N
1805,Y
1806,N
1807,Y
1808,Y
1809,N
1810,N
1811,Y
1812,Y
1813,Y
1814,N
1815,N
1816,Y
1817,Y
1818,Y
1819,N
1820,N
1821,N
1822,Y
1823,Y
1824,N
1825,N
1826,N
1827,N
1828,N
1829,N
1830,N
1831,Y
1832,Y
1833,Y
1834,Y
1835,N
1836,N
1837,Y
1838,Y
1839,Y
1840,Y
1841,N
1842,Y
1843,Y
1844,Y
1845,N
1846,Y
1847,Y
1848,N
1849,Y
1850,N
1851,Y
1852,N
1853,N
1854,Y
1855,N
1856,N
1857,N
1858,Y
1859,Y
1860,N
1861,N
1862,Y
1863,N
1864,N
1865,Y
1866,N
1867,Y
1868,Y
1869,Y
1870,Y
1871,N
1872,N
1873,Y
1874,N
1875,Y
1876,Y
1877,N
1878,N
1879,N
1880,Y
1881,N
1882,N
1883,Y
1884,Y
1885,N
1886,Y
1887,Y
1888,N
1889,Y
1890,Y
1891,Y
1892,N
1893,N
1894,Y
1895,Y
1896,N
1897,Y
1898,Y
1899,Y
1900,N
1901,Y
1902,Y
1903,Y
1904,N
1905,Y
1906,Y
1907,Y
1908,N
1909,N
1910,Y
1911,Y
1912,Y
1913,N
1914,N
1915,Y
1916,N
1917,N
1918,Y
1919,Y
1920,N
1921,Y
1922,Y
1923,Y
1924,Y
1925,Y
1926,N
1927,Y
1928,Y
1929,N
1930,N
1931,Y
1932,Y
1933,N
1934,Y
1935,N
1936,N
1937,Y
1938,Y
1939,Y
1940,N
1941,N
1942,Y
1943,Y
1944,Y
1945,Y
1946,Y
1947,Y
1948,N
1949,N
1950,Y
1951,N
1952,N
1953,Y
1954,N
1955,Y
1956,Y
1957,N
1958,N
1959,N
1960,N
1961,Y
1962,N
1963,N
1964,N
1965,Y
1966,Y
1967,Y
1968,N
1969,Y
1970,N
1971,N
1972,N
1973,Y
1974,Y
1975,Y
1976,Y
1977,N
1978,Y
1979,Y
1980,Y
1981,N
1982,Y
1983,Y
1984,Y
1985,Y
1986,N
1987,Y
1988,Y
1989,N
1990,Y
1991,N
1992,N
1993,Y
1994,N
1995,N
1996,N
1997,Y
1998,Y
1999,N
2000,Y
2001,Y
2002,Y
2003,Y
2004,Y
2005,N
2006,N
2007,N
2008,Y
2009,N
2010,Y
2011,N
2012,Y
2013,N
2014,N
2015,Y
2016,Y
2017,N
2018,Y
2019,Y
2020,N
2021,N
2022,Y
2023,Y
2024,N
2025,N
2026,N
2027,Y
2028,Y
2029,N
2030,N
2031,N
2032,N
2033,N
2034,N
2035,N
2036,Y
2037,N
2038,Y
2039,Y
2040,N
2041,N
2042,Y
2043,Y
2044,N
2045,Y
2046,Y
2047,N
2048,Y
2049,N
2050,N
2051,Y
2052,N
2053,N
2054,Y
2055,N
2056,Y
2057,N
2058,N
2059,N
2060,N
2061,N
2062,N
2063,N
2064,N
2065,Y
2066,N
2067,N
2068,Y
2069,N
2070,N
2071,Y
2072,N
2073,Y
2074,N
2075,N
2076,Y
2077,Y
2078,Y
2079,Y
2080,N
2081,Y
2082,Y
2083,N
2084,Y
2085,N
2086,Y
2087,N
2088,Y
2089,Y
2090,Y
2091,N
2092,Y
2093,Y
2094,N
2095,Y
2096,N
2097,N
2098,N
2099,Y
2100,Y
2101,N
2102,N
2103,Y
2104,N
2105,N
2106,Y
2107,N
2108,N
2109,Y
2110,Y
2111,N
2112,N
2113,N
2114,N
2115,N
2116,N
2117,N
2118,Y
2119,Y
2120,N
2121,N
2122,N
2123,Y
2124,Y
2125,N
2126,Y
2127,N
2128,N
2129,N
2130,Y
2131,N
2132,N
2133,N
2134,Y
2135,N
2136,Y
2137,N
2138,Y
2139,Y
2140,N
2141,Y
2142,Y
2143,Y
2144,N
2145,Y
2146,Y
2147,N
2148,N
2149,Y
2150,Y
2151,Y
2152,N
2153,Y
2154,Y
2155,N
2156,Y
2157,N
2158,N
2159,N
2160,N
2161,N
2162,Y
2163,Y
2164,Y
2165,Y
2166,N
2167,N
2168,N
2169,N
2170,Y
2171,N
2172,N
2173,Y
2174,N
2175,N
2176,N
2177,N
2178,Y
2179,N
2180,N
2181,Y
2182,Y
2183,N
2184,N
2185,Y
2186,Y
2187,N
2188,Y
2189,N
2190,Y
2191,N
2192,Y
2193,Y
2194,Y
2195,Y
2196,Y
2197,N
2198,N
2199,N
2200,Y
2201,Y
2202,N
2203,N
2204,Y
2205,Y
2206,Y
2207,Y
2208,N
2209,Y
2210,Y
2211,N
2212,N
2213,Y
2214,Y
2215,N
2216,N
2217,Y
2218,N
2219,Y
2220,N
2221,Y
2222,N
2223,N
2224,Y
2225,Y
2226,N
2227,N
2228,N
2229,N
2230,N
2231,Y
2232,Y
2233,N
2234,N
2235,Y
2236,Y
2237,N
2238,Y
2239,N
2240,N
2241,N
2242,N
2243,Y
2244,N
2245,Y
2246,N
2247,N
2248,Y
2249,N
2250,N
2251,Y
2252,Y
2253,Y
2254,Y
2255,Y
2256,Y
2257,N
2258,Y
2259,Y
2260,Y
2261,N
2262,N
2263,N
2264,Y
2265,N
2266,Y
2267,Y
2268,N
2269,N
2270,N
2271,Y
2272,Y
2273,N
2274,Y
2275,N
2276,Y
2277,Y
2278,N
2279,N
2280,Y
2281,Y
2282,N
2283,Y
2284,Y
2285,Y
2286,Y
2287,N
2288,Y
2289,Y
2290,N
2291,Y
2292,Y
2293,Y
2294,N
2295,N
2296,Y
2297,Y
2298,N
2299,N
2300,N
2301,Y
2302,Y
2303,Y
2304,Y
2305,Y
2306,N
2307,Y
2308,N
2309,N
2310,N
2311,Y
2312,Y
2313,Y
2314,Y
2315,N
2316,Y
2317,Y
2318,Y
2319,Y
2320,N
2321,Y
2322,N
2323,Y
2324,Y
2325,Y
2326,N
2327,N
2328,N
2329,N
2330,N
2331,N
2332,N
2333,Y
2334,Y
2335,N
2336,N
2337,N
2338,N
2339,N
2340,Y
2341,Y
2342,N
2343,N
2344,Y
2345,N
2346,Y
2347,Y
2348,Y
2349,Y
2350,N
2351,N
2352,Y
2353,Y
2354,N
2355,N
2356,Y
2357,Y
2358,Y
2359,Y
2360,N
2361,N
2362,N
2363,Y
2364,N
2365,Y
2366,N
2367,Y
2368,Y
2369,N
2370,N
2371,N
2372,Y
2373,Y
2374,N
2375,N
2376,N
2377,N
2378,Y
2379,N
2380,N
2381,N
2382,Y
2383,N
2384,Y
2385,Y
2386,N
2387,N
2388,Y
2389,Y
2390,N
2391,N
2392,Y
2393,N
2394,N
2395,Y
2396,Y
2397,N
2398,Y
2399,Y
2400,Y
2401,N
2402,Y
2403,Y
2404,N
2405,N
2406,Y
2407,N
2408,Y
2409,Y
2410,Y
2411,N
2412,Y
2413,Y
2414,Y
2415,N
2416,Y
2417,N
2418,N
2419,Y
2420,N
2421,N
2422,Y
2423,N
2424,Y
2425,Y
2426,N
2427,Y
2428,N
2429,Y
2430,N
2431,N
2432,N
2433,Y
2434,N
2435,N
2436,N
2437,N
2438,N
2439,N
2440,N
2441,Y
2442,Y
2443,Y
2444,N
2445,N
2446,N
2447,Y
2448,N
2449,Y
2450,Y
2451,N
2452,N
2453,Y
2454,N
2455,Y
2456,Y
2457,Y
2458,N
2459,Y
2460,Y
2461,Y
2462,Y
2463,N
2464,N
2465,Y
2466,Y
2467,N
2468,Y
2469,Y
2470,N
2471,Y
2472,N
2473,Y
2474,N
2475,N
2476,Y
2477,N
2478,N
2479,N
2480,N
2481,N
2482,N
2483,N
2484,N
2485,Y
2486,Y
2487,Y
2488,N
2489,Y
2490,Y
2491,N
2492,N
2493,N
2494,N
2495,Y
2496,N
2497,N
2498,Y
2499,N
2500,Y
2501,Y
2502,N
2503,Y
2504,N
2505,N
2506,N
2507,Y
2508,N
2509,N
2510,Y
2511,N
2512,Y
2513,N
2514,N
2515,Y
2516,Y
2517,Y
2518,N
2519,Y
2520,N
2521,N
2522,N
2523,Y
2524,Y
2525,N
2526,Y
2527,Y
2528,N
2529,Y
2530,Y
2531,Y
2532,Y
2533,N
2534,N
2535,Y
2536,N
2537,Y
2538,N
2539,N
2540,Y
2541,Y
2542,Y
2543,N
2544,Y
2545,Y
2546,N
2547,N
2548,N
2549,N
2550,Y
2551,N
2552,Y
2553,Y
2554,Y
2555,Y
2556,Y
2557,Y
2558,Y
2559,N
2560,N
2561,N
2562,Y
2563,N
2564,Y
2565,Y
2566,Y
2567,Y
2568,Y
2569,Y
2570,Y
2571,Y
2572,N
2573,N
2574,N
2575,N
2576,N
2577,N
2578,N
2579,Y
2580,N
2581,N
2582,N
2583,Y
2584,Y
2585,Y
2586,N
2587,N
2588,Y
2589,Y
2590,Y
2591,Y
2592,N
2593,N
2594,N
2595,N
2596,N
2597,N
2598,N
2599,Y
2600,Y
2601,Y
2602,Y
2603,Y
2604,Y
2605,N
2606,Y
2607,Y
2608,Y
2609,Y
2610,Y
2611,N
2612,Y
2613,Y
2614,Y
2615,Y
2616,Y
2617,Y
2618,N
2619,N
2620,N
2621,Y
2622,N
2623,N
2624,N
2625,N
2626,N
2627,N
2628,N
2629,N
2630,N
2631,N
2632,Y
2633,N
2634,Y
2635,Y
2636,Y
2637,Y
2638,Y
2639,Y
2640,Y
2641,N
2642,Y
2643,Y
2644,N
2645,Y
2646,N
2647,Y
2648,N
2649,Y
2650,N
2651,Y
2652,Y
2653,Y
2654,N
2655,Y
2656,N
2657,Y
2658,Y
2659,N
2660,N
2661,N
2662,N
2663,N
2664,Y
2665,Y
2666,Y
2667,N
2668,N
2669,N
2670,Y
2671,Y
2672,N
2673,Y
2674,N
2675,Y
2676,N
2677,Y
2678,Y
2679,N
2680,Y
2681,N
2682,N
2683,Y
2684,N
2685,N
2686,Y
2687,N
2688,Y
2689,N
2690,Y
2691,N
2692,Y
2693,Y
2694,Y
2695,N
2696,N
2697,Y
2698,Y
2699,N
2700,Y
2701,Y
2702,Y
2703,N
2704,N
2705,Y
2706,Y
2707,Y
2708,Y
2709,N
2710,N
2711,N
2712,Y
2713,N
2714,N
2715,N
2716,N
